taxon_oid,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GOLD Analysis Project Type,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,IMG Release/Pipeline Version,IMG Submission ID,GOLD Analysis Project ID,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Comments,Has Coverage,Is Public,Public Release Date,Submission Type,Contact Email,Contact Name,NCBI Bioproject Accession,NCBI Biosample Accession,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status.1,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Altitude In Meters,Depth In Meters,Elevation In Meters,Geographic Location,Habitat,Isolation,Isolation Country,Latitude,Longitude,Genome Size  * both,Gene Count  * both,Scaffold Count  * both,Bin Count  * both,EukCC Bin Count  * both,CRISPR Arrays  * both,GC Count  * both,GC  * both,Coding Base Count  * both,Coding Base Count %  * both,CDS Count  * both,CDS %  * both,RNA Count  * both,RNA % * both,rRNA Count  * both,5S rRNA Count  * both,16S rRNA Count  * both,18S rRNA Count  * both,23S rRNA Count  * both,28S rRNA Count  * both,tRNA Count  * both,Other RNA Count  * both,Unchar Count,Unchar %,w/ Func Pred Count  * both,w/ Func Pred %  * both,w/o function prediction * both,w/o function prediction % * both,Paralogs Count,Paralogs %,COG Count  * both,COG %  * both,KOG Count,KOG %,Pfam Count  * both,Pfam %  * both,TIGRfam Count  * both,TIGRfam %  * both,Enzyme Count  * both,Enzyme %  * both,KEGG Count  * both,KEGG %  * both,Not KEGG Count  * both,Not KEGG %  * both,KO Count  * both,KO %  * both,Not KO Count  * both,Not KO %  * both,MetaCyc Count  * both,MetaCyc %  * both,Not MetaCyc Count  * both,Not MetaCyc %  * both,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Horizontally Transferred Count,Horizontally Transferred %,Paralog Group Count,COG Cluster Count  * both,KOG Cluster Count,Pfam Cluster Count  * both,TIGRfam Cluster Count  * both,SMC Biosynthetic Gene Cluster Count * both,Predicted Viruses,Predicted Plasmids,Estimated Number of Genomes * both,Estimated Average Genome Size * both,Estimated number of genomes - Marker genes average * both,Estimated number of genomes - Marker genes median * both,Estimated number of genomes - Marker genes mode * both,Standard deviation of marker gene counts * both,CheckM2 Completeness,CheckM2 Contamination,SRA ID,SRA Run,* Legacy EukCC Bin Count,Number of Filtered Reads  * assembled,Number of Mapped Reads  * assembled,% Assembled Reads  * assembled,Total Filtered Bases  * assembled,Total Mapped Bases  * assembled,Average Coverage of Assembled Sequences  * assembled,ST8_group,data_layer,data_layer_abbrev,sample_id_created_this_study,ST8_short_group,ST8_matrix_column,include_in_selected_ST8,core_comparison_group,matrix_column_all_KO,matrix_column_iron_KO,matrix_column_selected
3300038979,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site Abmuck, Iron Mt, CA, USA - AMDABmuck0807","University of California, Berkeley",3300038979,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.15,217636,Ga0188173,Gp0213845,Gs0129031,2020-04-15,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-04-15,Primary,,,PRJNA76185,SAMN00744481,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site Abmuck,8855,40.67542,-122.53025,9564249,12583,2972,0,0,61,4115668,43.03,9526213,99.6,12314,97.86,269,2.14,31,6,9,2,12,2,238,0,,,7992,63.51,4322,34.35,,,7833,62.25,,,6983,55.5,2205,18,2760,21.93,2896,23.02,9418,74.85,4716,37.48,7598,60.38,1740,13.83,10574,84.03,,,,,,,,2036,,2101,1022,0,4.0,1.0,0,0,2.9,1,1,2.29,,,SRX103579,SRR359032,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S41,Richmond-AMD,Richmond-AMD-MGX-S41-3300038979,True,Iron-rich comparison,Richmond-AMD-MGX-S41-3300038979,Richmond-AMD-MGX-S41-3300038979,Richmond-AMD-MGX-S41-3300038979
3300031876,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP5",DOE Joint Genome Institute  (JGI),3300031876,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203630,Ga0315310,Gp0331167,Gs0131992,2018-11-30,SPAdes v. 3.12.0,,Yes,Yes,2019-01-29,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539345,SAMN11532267,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,2.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,908988222,1902953,1307993,0,0,519,438261168,48.21,906956492,99.78,1888136,99.22,14817,0.78,2458,308,784,0,1365,1,12359,0,,,1073338,56.4,814798,42.82,,,1025163,53.87,,,934592,49.11,0,0,461609,24.26,459190,24.13,1428946,75.09,708932,37.25,1179204,61.97,309482,16.26,1578654,82.96,,,,,,,,3652,,4904,0,0,235.0,0.0,0,0,244.67,137,72,204.42,,,SRX6422652,,0,128002284,103239875,80.65,19192792467,15479891711,17.03,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S42,Lake-Towuti,Lake-Towuti-MGX-S42-3300031876,True,Iron-rich comparison,Lake-Towuti-MGX-S42-3300031876,Lake-Towuti-MGX-S42-3300031876,Lake-Towuti-MGX-S42-3300031876
3300005360,*Microbiome,Permanent Draft,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA","Acid Mine Drainage (ARMAN) microbial communities from Richmond mine, Iron Mountain, CA, sample from Ultra Back A BS v2 (version 2)","DOE Joint Genome Institute  (JGI), University of California, Berkeley",3300005360,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA",,65398,Ga0074231,Gp0051182,Gs0053288,2015-07-03,Unknown,released based on JGI ITS,No,Yes,2022-03-25,Reanalysis,"jbanfield@berkeley.edu, jbanfield@berkeley.edu; jill@eps.berkeley.edu","Jill Banfield, Jill Banfield; Banfield, Jillian F.",PRJNA337102,SAMN05518013,,Sanger,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,Iron Mountain California,Acid Mine Drainage (AMD),Acid mine drainage,8855,40.678099,-122.515068,10830875,12568,1183,0,0,13,4696265,43.35998,10784850,99.58,12289,97.78,279,2.22,20,6,5,0,9,0,259,0,,,8036,63.94,4253,33.84,,,8430,67.08,,,8129,64.68,0,0,3470,27.61,3609,28.72,8680,69.06,5951,47.35,6338,50.43,2192,17.44,10097,80.34,,,,,,,,2052,,2077,0,0,0.0,0.0,0,0,2.99,3,2,1.73,,,,,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S43,Richmond-AMD,Richmond-AMD-MGX-S43-3300005360,True,Iron-rich comparison,Richmond-AMD-MGX-S43-3300005360,Richmond-AMD-MGX-S43-3300005360,Richmond-AMD-MGX-S43-3300005360
3300031587,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP3",DOE Joint Genome Institute  (JGI),3300031587,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203078,Ga0315308,Gp0331165,Gs0131992,2018-11-16,SPAdes v. 3.12.0,,Yes,Yes,2019-01-23,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539343,SAMN11532162,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,1.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,636117364,1265140,827859,0,0,220,306940401,48.25,634545698,99.75,1254538,99.16,10602,0.84,1831,228,534,1,1065,3,8771,0,,,735107,58.1,519431,41.06,,,707391,55.91,,,646348,51.09,0,0,312787,24.72,312686,24.72,941852,74.45,484996,38.34,769542,60.83,208855,16.51,1045683,82.65,,,,,,,,3586,,4680,0,0,169.0,0.0,0,0,176.99,77,56,152.38,,,SRX6422662,,0,82597362,60847949,73.67,12379254791,9119568058,14.34,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S44,Lake-Towuti,Lake-Towuti-MGX-S44-3300031587,True,Iron-rich comparison,Lake-Towuti-MGX-S44-3300031587,Lake-Towuti-MGX-S44-3300031587,Lake-Towuti-MGX-S44-3300031587
3300039205,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C10, Iron Mt, CA, USA - AMDC100806","University of California, Berkeley",3300039205,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.15,217885,Ga0188174,Gp0213846,Gs0129031,2020-04-23,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-04-23,Primary,,,PRJNA76185,SAMN00744473,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C10,8855,40.67542,-122.53025,11703435,19091,7990,0,0,103,5072351,43.34,11666987,99.69,18783,98.39,308,1.61,25,5,6,1,13,0,283,0,,,11189,58.61,7594,39.78,,,10753,56.32,,,9036,47.33,2410,13,3860,20.22,4041,21.17,14742,77.22,6630,34.73,12153,63.66,2369,12.41,16414,85.98,,,,,,,,2242,,2218,1046,0,9.0,1.0,0,0,3.99,3,1,2.9,,,SRX103570,SRR359024,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S45,Richmond-AMD,Richmond-AMD-MGX-S45-3300039205,True,Iron-rich comparison,Richmond-AMD-MGX-S45-3300039205,Richmond-AMD-MGX-S45-3300039205,Richmond-AMD-MGX-S45-3300039205
3300003083,*Microbiome,Permanent Draft,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA","Acid Mine Drainage (ARMAN) microbial communities from Richmond mine, Iron Mountain, CA, sample from UBA Biofilm","DOE Joint Genome Institute  (JGI), University of California, Berkeley",3300003083,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA",,45641,Ga0052129,Gp0050975,Gs0053288,2014-07-31,,released based on JGI ITS,No,Yes,2022-01-22,Primary,jbanfield@berkeley.edu,Jill Banfield,PRJNA18537,SAMN02954271,,,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,944.88,"Richmond Mine, Iron Mountain CA",Acid Mine Drainage (AMD),Acid mine drainage,8855,40.677339,-122.522194,2632775,2766,84,0,0,3,1440110,54.7,2623033,99.63,2707,97.87,59,2.13,5,2,1,0,2,0,54,0,,,1860,67.25,847,30.62,,,1896,68.55,,,1931,69.81,0,0,665,24.04,738,26.68,1969,71.19,1206,43.6,1501,54.27,475,17.17,2232,80.69,,,,,,,,1293,,1413,0,0,1.0,0.0,1,2632775,0.91,1,1,0.31,,,,,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S46,Richmond-AMD,Richmond-AMD-MGX-S46-3300003083,True,Iron-rich comparison,Richmond-AMD-MGX-S46-3300003083,Richmond-AMD-MGX-S46-3300003083,Richmond-AMD-MGX-S46-3300003083
3300008566,*Microbiome,Permanent Draft,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA","Acid mine drainage (AMD) microbial communities of acidophilic biofilm from Richmond mine in California, USA - C10 GS0","University of California, Berkeley",3300008566,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA",IMG Annotation Pipeline v.4.10.2,83228,Ga0103817,Gp0126406,Gs0117981,2016-04-10,Custom JGI assembly v. Nielsen et. al.,IMGSUPP-1768,Yes,Yes,2018-11-01,Primary,,,PRJNA210320,SAMN02214189,,Illumina HiSeq 2500,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Richmond, California",Acid mine drainage,Acid mine drainage,8855,,,3573405,6379,3651,0,0,25,1871317,52.3679,3385909,94.75,5497,86.17,882,13.83,805,5,352,0,436,12,77,0,,,6379,100.0,-882,-13.83,,,2645,41.46,,,2761,43.28,0,0,1244,19.5,1484,23.26,4013,62.91,2218,34.77,3279,51.4,815,12.78,4682,73.4,,,,,,,,1330,,1587,0,0,2.0,1.0,0,0,1.83,1,1,1.33,,,SRX327876,SRR943119,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,MTX,S47,Richmond-AMD,Richmond-AMD-MTX-S47-3300008566,True,Iron-rich comparison,Richmond-AMD-MTX-S47-3300008566,Richmond-AMD-MTX-S47-3300008566,Richmond-AMD-MTX-S47-3300008566
3300023444,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Loihi Seamount, Hawaii, USA - 675-SC9",University of Delaware,3300023444,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181156,Ga0256747,Gp0295816,Gs0133538,2018-02-27,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,1299.98,,"USA: Loihi Seamount, Hawaii",Hydrothermal Fe-rich mat,Hiolo North (Upper Marker #31),8855,18.906379,-155.256927,582536762,850440,415991,0,0,523,315312537,54.13,581454376,99.81,842497,99.07,7943,0.93,831,156,299,0,376,0,7112,0,,,850440,100.0,-7943,-0.93,,,488970,57.5,,,499658,58.75,0,0,194718,22.9,199800,23.49,642697,75.57,332893,39.14,509604,59.92,121801,14.32,720696,84.74,,,,,,,,4162,,6041,0,0,296.0,2.0,169,3446963,170.05,168,169,40.19,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S48,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S48-3300023444,True,Outgroup,Hydrothermal-Fe-mats-MGX-S48-3300023444,Hydrothermal-Fe-mats-MGX-S48-3300023444,Hydrothermal-Fe-mats-MGX-S48-3300023444
3300028737,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Freshwater microbial communities from Lake Matano, South Sulawesi, Indonesia - Watercolumn_Matano_2014_100_MG",DOE Joint Genome Institute  (JGI),3300028737,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Unclassified,Methane metabolizing microbial communities from different methane-rich environments from various locations,IMG Annotation Pipeline v.4.16.4,194540,Ga0233419,Gp0272222,Gs0127566,2018-08-08,SPAdes v. 3.12.0,,Yes,Yes,2018-10-07,Primary,sean.crowe@ubc.ca,Sean Crowe,PRJNA518401,SAMN10863934,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Unclassified,,100.0,,Indonesia: South Sulawesi,freshwater,lake water,8763,-2.4667,121.2833,454035341,1147138,981838,0,0,729,232640798,51.24,453034613,99.78,1139710,99.35,7428,0.65,1569,158,485,23,869,34,5859,0,,,603696,52.63,536014,46.73,,,526741,45.92,,,488397,42.58,0,0,250371,21.83,255986,22.32,883724,77.04,410822,35.81,728888,63.54,156681,13.66,983029,85.69,,,,,,,,4360,,6684,0,0,48.0,5.0,142,3197431,179.34,170,142,72.42,,,SRX5337904,,0,147275478,104441076,70.92,21545614298,15279170510,33.65,Ferruginous lake/sediment group: Lake Matano,Metagenomics,MGX,S49,Lake-Matano,Lake-Matano-MGX-S49-3300028737,True,Iron-rich comparison,Lake-Matano-MGX-S49-3300028737,Lake-Matano-MGX-S49-3300028737,Lake-Matano-MGX-S49-3300028737
3300023440,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Rainbow Site, Mid-Atlantic Ridge, Atlantic Ocean - 664-BS3",University of Delaware,3300023440,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181159,Ga0256750,Gp0295819,Gs0133538,2018-02-26,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,2294.78,,"International: Rainbow Site, Mid-Atlantic Ridge",Hydrothermal Fe-rich mat,Rainbow Site,8764,36.229324,-33.902768,281608188,421507,204992,0,0,795,150395129,53.41,281037465,99.8,417502,99.05,4005,0.95,477,96,162,0,218,1,3528,0,,,421507,100.0,-4005,-0.95,,,253720,60.19,,,254653,60.41,0,0,107351,25.47,111790,26.52,305712,72.53,185208,43.94,232294,55.11,67370,15.98,350132,83.07,,,,,,,,4149,,5879,0,0,602.0,16.0,78,3610361,84.66,82,78,20.82,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S50,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S50-3300023440,True,Outgroup,Hydrothermal-Fe-mats-MGX-S50-3300023440,Hydrothermal-Fe-mats-MGX-S50-3300023440,Hydrothermal-Fe-mats-MGX-S50-3300023440
3300031806,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP1",DOE Joint Genome Institute  (JGI),3300031806,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203803,Ga0315306,Gp0331163,Gs0131992,2018-11-28,SPAdes v. 3.13.0,,Yes,Yes,2019-01-27,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539341,SAMN11532922,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,0.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,663874641,1428906,1018694,0,0,165,320576333,48.29,662182660,99.75,1417222,99.18,11684,0.82,2199,258,647,2,1290,2,9485,0,,,837116,58.58,580106,40.6,,,803995,56.27,,,726648,50.85,0,0,365632,25.59,364854,25.53,1052368,73.65,561334,39.28,855888,59.9,244217,17.09,1173005,82.09,,,,,,,,3599,,4672,0,0,86.0,0.0,0,0,200.65,87,53,178.32,,,SRX6422543,,0,80606524,54938077,68.16,12069036320,8225756598,12.39,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S51,Lake-Towuti,Lake-Towuti-MGX-S51-3300031806,True,Iron-rich comparison,Lake-Towuti-MGX-S51-3300031806,Lake-Towuti-MGX-S51-3300031806,Lake-Towuti-MGX-S51-3300031806
3300023439,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from TAG Site, Mid-Atlantic Ridge, Atlantic Ocean - 665-MMA12",University of Delaware,3300023439,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181161,Ga0256752,Gp0295821,Gs0133538,2018-02-26,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,3626.4,,"International: TAG Site, Mid-Atlantic Ridge",Hydrothermal Fe-rich mat,Trans-Atlantic Geotraverse (TAG) Site,8764,26.137196,-44.826442,160924757,261775,131024,0,0,334,73320197,45.56,160433137,99.69,258797,98.86,2978,1.14,426,85,138,9,186,8,2552,0,,,261775,100.0,-2978,-1.14,,,151621,57.92,,,149854,57.25,0,0,63815,24.38,67508,25.79,191289,73.07,112725,43.06,146072,55.8,39446,15.07,219351,83.79,,,,,,,,4126,,5813,0,0,185.0,13.0,48,3352599,56.45,53,48,19.05,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S52,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S52-3300023439,True,Outgroup,Hydrothermal-Fe-mats-MGX-S52-3300023439,Hydrothermal-Fe-mats-MGX-S52-3300023439,Hydrothermal-Fe-mats-MGX-S52-3300023439
3300008721,*Microbiome,Permanent Draft,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA","Acid mine drainage (AMD) microbial communities of acidophilic biofilm from Richmond mine in California, USA - R3 GS0","University of California, Berkeley",3300008721,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage (AMD) microbial communities from Richmond mine in California, USA",IMG Annotation Pipeline v.4.10.2,83227,Ga0103818,Gp0126407,Gs0117981,2016-04-11,Custom JGI assembly v. Nielsen et. al.,IMGSUPP-1768,Yes,Yes,2018-11-01,Primary,,,PRJNA210320,SAMN02214192,,Illumina HiSeq 2500,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Richmond, California",Acid mine drainage,Acid mine drainage,8855,,,5714228,11147,7142,0,0,22,3208491,56.14916,5405029,94.59,9628,86.37,1519,13.63,1414,3,561,0,843,7,105,0,,,11147,100.0,-1519,-13.63,,,4423,39.68,,,4630,41.54,0,0,2258,20.26,2487,22.31,7141,64.06,3956,35.49,5672,50.88,1426,12.79,8202,73.58,,,,,,,,1503,,1692,0,0,0.0,1.0,2,2857114,2.09,2,2,0.74,,,SRX327880,SRR943123,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,MTX,S53,Richmond-AMD,Richmond-AMD-MTX-S53-3300008721,True,Iron-rich comparison,Richmond-AMD-MTX-S53-3300008721,Richmond-AMD-MTX-S53-3300008721,Richmond-AMD-MTX-S53-3300008721
3300030242,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site AB20, Iron Mt, CA, USA - AMDAB200606DS3","University of California, Berkeley",3300030242,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199763,Ga0188171,Gp0213843,Gs0129031,2018-10-13,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744479,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site AB20,8855,40.67542,-122.53025,34461797,47464,15214,0,0,441,15039287,43.64,34364062,99.72,46620,98.22,844,1.78,71,15,21,1,30,4,773,0,,,27375,57.68,19245,40.55,,,25691,54.13,,,24941,52.55,0,0,10877,22.92,11006,23.19,35614,75.03,17900,37.71,28720,60.51,7028,14.81,39592,83.41,,,,,,,,2456,,2853,0,0,14.0,3.0,0,0,8.02,5,4,5.25,,,SRX103577,SRR359030,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S54,Richmond-AMD,Richmond-AMD-MGX-S54-3300030242,True,Iron-rich comparison,Richmond-AMD-MGX-S54-3300030242,Richmond-AMD-MGX-S54-3300030242,Richmond-AMD-MGX-S54-3300030242
3300023548,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Loihi Seamount, Hawaii, USA - 677-SSYellow",University of Delaware,3300023548,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181129,Ga0256727,Gp0295815,Gs0133538,2018-03-01,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,1271.23,,"USA: Loihi Seamount, Hawaii",Hydrothermal Fe-rich mat,Hiolo South (Marker #34),8855,18.905558,-155.256977,272241056,402483,188659,0,0,307,141818422,52.09,271661275,99.79,398090,98.91,4393,1.09,476,91,172,1,210,2,3917,0,,,402483,100.0,-4393,-1.09,,,226001,56.15,,,231518,57.52,0,0,90980,22.6,92021,22.86,306069,76.05,156321,38.84,241769,60.07,55205,13.72,342885,85.19,,,,,,,,3932,,5559,0,0,270.0,5.0,85,3202835,85.76,85,85,18.42,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S55,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S55-3300023548,True,Outgroup,Hydrothermal-Fe-mats-MGX-S55-3300023548,Hydrothermal-Fe-mats-MGX-S55-3300023548,Hydrothermal-Fe-mats-MGX-S55-3300023548
