Module_id,Module_name,Sample,present_KOs,required_KOs,missing_KOs,KEMET_style_status_3state
M00575,"Pertussis pathogenicity signature, T1SS",Acid mine drainage 3300039211,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Acid mine drainage 3300008721,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Pink biofilm microbial 3300003104,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Acid mine drainage 3300038681,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Acid mine drainage 3300030228,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Metatransc of lab 3300055069,0,5,5,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Acid Mine Drainage 2010484004,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Hydrotherm Fe rich 3300023307,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Freshwater sediment microbial 3300031876,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Freshwater microbial communitie 3300023177,3,5,2,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Biofilm microbial communitie 3300021476,4,5,1,1 block missing
M00575,"Pertussis pathogenicity signature, T1SS",Acid Mine Drainage 3300003083,1,5,4,Incomplete
M00575,"Pertussis pathogenicity signature, T1SS",Hydrotherm Fe rich 3300023444,3,5,2,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038494,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched acid 3300038413,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300008567,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030091,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023310,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300046014,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300055056,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300010391,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031898,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300024300,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300055061,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023368,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038487,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031593,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030082,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031604,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300021518,1,4,3,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030398,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030242,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023439,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300024333,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched sediment 3300039027,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300039205,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300043827,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched acid 3300038471,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030335,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300028737,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched acid 3300038411,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031877,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038731,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038979,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023548,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of freshwater 3300061576,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038486,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031587,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid Mine Drainage 3300005360,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300008723,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038493,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300036045,1,4,3,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300046013,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038729,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030413,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched acid 3300038412,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031806,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300055057,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023440,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Lab enriched sediment 3300039028,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300008566,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300024341,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300021517,1,4,3,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300055062,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023442,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300036046,1,4,3,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023313,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300039211,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300008721,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Pink biofilm microbial 3300003104,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300038681,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300030228,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Metatransc of lab 3300055069,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid Mine Drainage 2010484004,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023307,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater sediment microbial 3300031876,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Freshwater microbial communitie 3300023177,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Biofilm microbial communitie 3300021476,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid Mine Drainage 3300003083,0,4,4,Incomplete
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Hydrotherm Fe rich 3300023444,0,4,4,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038494,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched acid 3300038413,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300008567,0,6,6,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030091,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023310,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300046014,1,6,5,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300055056,0,6,6,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300010391,6,6,0,Complete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031898,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300024300,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300055061,1,6,5,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023368,6,6,0,Complete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038487,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031593,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030082,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031604,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300021518,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030398,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030242,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023439,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300024333,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched sediment 3300039027,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300039205,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300043827,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched acid 3300038471,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030335,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300028737,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched acid 3300038411,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031877,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038731,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038979,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023548,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of freshwater 3300061576,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038486,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031587,6,6,0,Complete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid Mine Drainage 3300005360,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300008723,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038493,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300036045,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300046013,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038729,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030413,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched acid 3300038412,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031806,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300055057,2,6,4,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023440,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Lab enriched sediment 3300039028,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300008566,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300024341,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300021517,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300055062,3,6,3,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023442,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300036046,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023313,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300039211,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300008721,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Pink biofilm microbial 3300003104,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300038681,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300030228,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Metatransc of lab 3300055069,2,6,4,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid Mine Drainage 2010484004,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023307,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater sediment microbial 3300031876,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Freshwater microbial communitie 3300023177,6,6,0,Complete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Biofilm microbial communitie 3300021476,5,6,1,1 block missing
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid Mine Drainage 3300003083,4,6,2,Incomplete
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Hydrotherm Fe rich 3300023444,5,6,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038494,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched acid 3300038413,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300008567,0,4,4,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030091,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023310,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300046014,0,4,4,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300055056,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300010391,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031898,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater microbial communitie 3300024300,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300055061,0,4,4,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023368,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038487,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031593,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030082,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031604,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300021518,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030398,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030242,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023439,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater microbial communitie 3300024333,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched sediment 3300039027,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300039205,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater microbial communitie 3300043827,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched acid 3300038471,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030335,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater microbial communitie 3300028737,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched acid 3300038411,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031877,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038731,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038979,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023548,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of freshwater 3300061576,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038486,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031587,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid Mine Drainage 3300005360,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300008723,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038493,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300036045,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300046013,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038729,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030413,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched acid 3300038412,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031806,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300055057,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023440,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Lab enriched sediment 3300039028,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300008566,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater microbial communitie 3300024341,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300021517,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300055062,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023442,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300036046,4,4,0,Complete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023313,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300039211,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300008721,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Pink biofilm microbial 3300003104,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300038681,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300030228,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Metatransc of lab 3300055069,1,4,3,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid Mine Drainage 2010484004,2,4,2,Incomplete
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Hydrotherm Fe rich 3300023307,3,4,1,1 block missing
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Freshwater sediment microbial 3300031876,4,4,0,Complete
