Figure,Description,PNG,PDF,SVG,Script,Inputs,Command,Usage,Panel_count,SHA256_PNG,Title,Panel,Purpose,Data_origin,Intermediate_files,Parameters,Filters,Statistical_methods,Random_seed,Libraries_and_versions,Article_location,App_location,Validation_status,SHA256_PDF,SHA256_SVG,Notes,Last_generated_UTC
Supplementary Figure 41,SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot,SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_P001.png,SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_P001.pdf,SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_P001.svg,scripts/generate_s38_s41_module_figures.py,data/module_figure_inputs/SupplementaryFigure40_ST8_external_iron_rich_module_completeness_KEMET_style_3state_heatmap_thematic_status.csv; data/module_figure_inputs/st8_metadata_curated.csv; tables/Supplementary_Table_14_thematic_module_subset.xlsx,python scripts/generate_s38_s41_module_figures.py --base-dir . --only 41,Article supplementary figure panels and application integral heatmap/summary generated from the same thematic status matrix.,2,5904212d273eeff168b08c3f7b1283cd31dd927b86c0d4cc0c40ec20673b5588,External iron-rich metagenome module-status summary after the Complete-in-at-least-one-record row filter,Single panel,"Summarize per-record counts of Complete, 1 block missing, and Incomplete cells from the exact retained S40 matrix.",Deterministically derived from the retained S40 visual-category matrix; no separate filtering or imputation.,data/final_publication_derived/SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_source.csv,P001: 15.2x9.45 in; x=11.0 pt; y=11.5 pt; title=16.0 pt; axes=NA pt; legend=12.5 pt | P002: 15.2x9.45 in; x=11.0 pt; y=11.5 pt; title=16.0 pt; axes=NA pt; legend=12.5 pt,Same thematic module subset and Complete-in-at-least-one-record row rule as S40; all three displayed states counted.,No statistical values recalculated; presentation-only module selection and pagination.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_P001.png; additional Pxxx panels; SupplementaryFigure41_ST8_external_iron_rich_module_status_summary_3state_barplot_P001.pdf,outputs/app_supplementary_figures/,PASS — canonical source exists; packaged final output preserved.,4cd382c4adeed35475d834af5db2521af12f77b02c07c01f10801e8114bcec27,9f07d5ec07a576f1887593201b9f6b5593b27ca4867cbcf23e770c2e07590c05,Final S41 source path corrected; no scientific or graphical content changed.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 42,SupplementaryFigure42_APP_LakeSeason_Aggregated_KO_Barplots,SupplementaryFigure42_APP_LakeSeason_Aggregated_KO_Barplots.png,SupplementaryFigure42_APP_LakeSeason_Aggregated_KO_Barplots.pdf,SupplementaryFigure42_APP_LakeSeason_Aggregated_KO_Barplots.svg,scripts/final_visual_sync.py,See script header and README_FIGURE_REPRODUCTION.md,python scripts/final_visual_sync.py --base-dir .,supplementary material and application where applicable,1,2b7e6924388e0036b80152bd403ef0105f8bc2d0e4fcd7dc3703326157219e18,,,,,,,,,,,,,,f37272023afba468dfc5a237776ea8c93cef5f85b192931230cf7ef40cb7fc48,a691f5cc57d2c1dc352ee876e088a0ee6a9254d121fbbb15970a6eeefe3d55d3,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 43,SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct,SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct.png,SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct.pdf,SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct.svg,scripts/generate_targeted_figures_20260805.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.display_current.tab; data/mapeamento_taxonomico.csv; reproducibility/ordination_reproducibility,python scripts/generate_targeted_figures_20260805.py --package-root . --targets all,article; application,1,f790b3306d003b405509e7f6e8254ba62cd71e7caf6c27ba296126edf54b9ddd,SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct,Complete figure,Apply the strict per-sample <1% display rule and exact Unclassified labels while preserving all source counts and frozen ordinations.,Canonical packaged study inputs; scientific matrices and frozen ordination results preserved.,data/final_publication_derived/TAXONOMY_STRICT_LT1_ROW_AUDIT_20260805.csv; data/final_publication_derived/OTHER_TAXA_LT1_TRACEABILITY_20260805.csv; data/final_publication_derived/UNCLASSIFIED_PERCENTAGES_20260805.csv,Classified values strictly <1% per sample -> Other taxa (<1%); exactly 1% explicit; Unclassified independent with exact percentage label; no Top-N.,"No sample, taxon reaching 1%, Unclassified record or frozen ordination coordinate removed.",No new statistical analysis for taxonomy bars; frozen NMDS/RDA coordinates and statistics are reused for Figures 4 and 5.,Not applicable — deterministic.,Python; pandas; NumPy; Matplotlib; Plotly; Pillow; versions in requirements.txt.,article/03_Supplementary_Figures/SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure43_Taxonomy_Bacteria_Phylum_individual_samples_barplot_100pct.png,"PASS — regenerated, audited and static–interactive parity verified (20260805).",03c5f2637c6e03ef0b3529a28097ca5fde3d3711902256cb707f262476bc1faa,c81fa83fa55a9d25b2d3af9392da89c2042af9bae2fa7e814c476b38dd5d0577,"Targeted correction only; no unrelated figure, application module or scientific inference changed.",2026-08-05T00:00:00+00:00
Supplementary Figure 44,SupplementaryFigure44_Taxonomy_Bacteria_Phylum_individual_samples_heatmap_relative_abundance,SupplementaryFigure44_Taxonomy_Bacteria_Phylum_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure44_Taxonomy_Bacteria_Phylum_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure44_Taxonomy_Bacteria_Phylum_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,10d7cbd979579774b7043cf07eda1548753c3b9e433809b312e0ea13d5e70c7f,,,,,,,,,,,,,,c770d1f2c4f6a86e7f19e479eb54e0ed8260dbda8bde263af3e0fe231b502fbc,c559bb779f69052be3f86758f3cee35b7d5daa78bd58f148322589174e5b53fb,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 45,SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct,SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct.png,SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct.pdf,SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct.svg,scripts/generate_targeted_figures_20260805.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.display_current.tab; data/mapeamento_taxonomico.csv; reproducibility/ordination_reproducibility,python scripts/generate_targeted_figures_20260805.py --package-root . --targets all,article; application,1,08cdeeb4e7fb47444e755792ba8418130ce23328128c4858b7fec8eeef804d30,SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct,Complete figure,Apply the strict per-sample <1% display rule and exact Unclassified labels while preserving all source counts and frozen ordinations.,Canonical packaged study inputs; scientific matrices and frozen ordination results preserved.,data/final_publication_derived/TAXONOMY_STRICT_LT1_ROW_AUDIT_20260805.csv; data/final_publication_derived/OTHER_TAXA_LT1_TRACEABILITY_20260805.csv; data/final_publication_derived/UNCLASSIFIED_PERCENTAGES_20260805.csv,Classified values strictly <1% per sample -> Other taxa (<1%); exactly 1% explicit; Unclassified independent with exact percentage label; no Top-N.,"No sample, taxon reaching 1%, Unclassified record or frozen ordination coordinate removed.",No new statistical analysis for taxonomy bars; frozen NMDS/RDA coordinates and statistics are reused for Figures 4 and 5.,Not applicable — deterministic.,Python; pandas; NumPy; Matplotlib; Plotly; Pillow; versions in requirements.txt.,article/03_Supplementary_Figures/SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure45_Taxonomy_Archaea_Phylum_individual_samples_barplot_100pct.png,"PASS — regenerated, audited and static–interactive parity verified (20260805).",45402860fa8562fc30567df4e22d491098994b37df6c0a589614f19fa98c9c60,0134601edcd48b4bc9f3b24686c9b0e2edbd5e734d34c833a1e0df6cb428985e,"Targeted correction only; no unrelated figure, application module or scientific inference changed.",2026-08-05T00:00:00+00:00
Supplementary Figure 46,SupplementaryFigure46_Taxonomy_Archaea_Phylum_individual_samples_heatmap_relative_abundance,SupplementaryFigure46_Taxonomy_Archaea_Phylum_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure46_Taxonomy_Archaea_Phylum_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure46_Taxonomy_Archaea_Phylum_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,486afc9b35957692ae9ad9a5b9bb66f5e6728d6815832f2186eb871e2688f97c,,,,,,,,,,,,,,2cc2ff298737450c51349490648f37567e93ab2047fa9b62180e0b241d03d3a9,f519c70c7d09252141cd9da0fd11d55b3444922e1e16ce4978efa5e213abe1ae,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 47,SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct,SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct.png,SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct.pdf,SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 47,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,4a23cc7fe8a7119f221bc0e897ddbe7f0de701d878c07322e938a26f9aabe0c8,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure47_Taxonomy_Bacteria_Class_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,d0913ce6317ffc84be23785f0b4d793bef27267a7dfa36fb539fbe230ba29b26,aacaf72dfeeb63003e3cbcef22d5e9f09298305cde2ec05979517e6ab03bae48,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 48,SupplementaryFigure48_Taxonomy_Bacteria_Class_individual_samples_heatmap_relative_abundance,SupplementaryFigure48_Taxonomy_Bacteria_Class_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure48_Taxonomy_Bacteria_Class_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure48_Taxonomy_Bacteria_Class_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,af5f1caa739fdc27fc617a0d00a88e9b5346204a1715823b8246b01de20609d5,,,,,,,,,,,,,,33127ec9a6e269656aac08898719d43930dee38fc61a98ff182b0dae907497d3,0f3e1dbf64d844392a3970ed601f310ed91b0a32fe418f46971da37b4ebf94bf,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 49,SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct,SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct.png,SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct.pdf,SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 49,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,58e331ea278f8fd6836032cc54937adb92187c4035925d7f09d30765bd55daf0,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure49_Taxonomy_Archaea_Class_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,f4cdbae105b5d9fdd40b2db60ae1a0643e00a20753d27a488dce56ef7fdf478b,73466a339791342c30405d193e1a54c0cd831935cee04d76d61769c367f02fba,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 50,SupplementaryFigure50_Taxonomy_Archaea_Class_individual_samples_heatmap_relative_abundance,SupplementaryFigure50_Taxonomy_Archaea_Class_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure50_Taxonomy_Archaea_Class_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure50_Taxonomy_Archaea_Class_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,dc173c9ebbf3b9ba0ae70c65a96ad2782bacc5a6d184217050225cb215dc68c3,,,,,,,,,,,,,,6fcde46766d84aaddb79300780043dc0a84b5b1682230859d0ab51c5934b7d26,94281d64cf2e72ee446f1ed76df1a729d04d11afa6bcc4ed742003abf2dcd271,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 51,SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct,SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct.png,SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct.pdf,SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 51,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,138a930e4b8d3273a06c30f67c505ac2b7752f4d8fe62797dcaf790ed34f2003,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure51_Taxonomy_Bacteria_Order_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,c10c7defaee5ecd3411491cbc63b1560537e68684efc65d1805520f96c910c65,2685f2e72ccc6f75e366652bdd15b8615c7fb753afe38f66df7daa45a0a4da87,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 52,SupplementaryFigure52_Taxonomy_Bacteria_Order_individual_samples_heatmap_relative_abundance,SupplementaryFigure52_Taxonomy_Bacteria_Order_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure52_Taxonomy_Bacteria_Order_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure52_Taxonomy_Bacteria_Order_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,e04d5beb4f116588ca31038f897d5f72ca63f442c5d792aa2089e05e31609ed8,,,,,,,,,,,,,,e67475cb49fd57124404880ae0e02b94ac875c28136299cd4cf7aabd1b7149ea,00a7334cf1d056478fb067502e72766a178de5e1be657ff8c4be7dfa22dda802,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 53,SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct,SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct.png,SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct.pdf,SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 53,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,a070811c3d8de5cb0409b3404a723123a0b91e5c7ea9b525c9528eb5fac0947c,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure53_Taxonomy_Archaea_Order_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,7a8d6e2c8cd931b5cc2760a5b7d15d4d85ee09821919fbc1ded81970f7bdf078,9e4af5d1a48cd62e98a38b4ac709765643f63d91d3ba0ee2cf57b74be1800e87,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 54,SupplementaryFigure54_Taxonomy_Archaea_Order_individual_samples_heatmap_relative_abundance,SupplementaryFigure54_Taxonomy_Archaea_Order_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure54_Taxonomy_Archaea_Order_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure54_Taxonomy_Archaea_Order_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,d4d7f26ec3256283ae90cd48c32cfd752acf83b78287738da836d672028cc061,,,,,,,,,,,,,,6d271ddf1fd0212fd7a6c63fa0737b11b870253ce1530ef051a828f5b67f1c1e,4d590c7574a000f42ba0d82500934867531be1465a9a198efdcf08b6298d3862,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 55,SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct,SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct.png,SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct.pdf,SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 55,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,dd8de3050e61d571e3ffce3136dce36d4baf8dce344861effed7739d9592558a,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure55_Taxonomy_Bacteria_Family_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,2cd8cc3241243f9a2fee26abd3de743c80a7437236f60ce6c71b7fb30aa2843b,efcd7811a889945fc07445e28a9b97523f540c960cc858ad639ca6b072fdb1c1,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 56,SupplementaryFigure56_Taxonomy_Bacteria_Family_individual_samples_heatmap_relative_abundance,SupplementaryFigure56_Taxonomy_Bacteria_Family_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure56_Taxonomy_Bacteria_Family_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure56_Taxonomy_Bacteria_Family_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/st8_metadata_curated.csv,python scripts/generate_taxonomy_supplementary_figures.py --base-dir .,supplementary material and application where applicable,1,d92e24dfe24cd01f2b088a27d8bdb9cdcd90ccda66add29dbbb89b888e9cbc7d,,,,,,,,,,,,,,0e3d578c415aa8d62192ee83e699960ebb2e16ac42fe2cb433557ddf5b38fcb2,b5f34ebc84859a7f28f8634e988877513045bde94fcc65baf50aea498fc4ebef,,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 57,SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct,SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct.png,SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct.pdf,SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab; data/taxonomy_palette.json,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 57,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,acf1bb2cc797ed037d0d49d6161076f7284bc2ef8f95129c868464192de52ecd,,,,,,15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=12.0 pt; labels=12.5 pt; legend=11.5 pt,"Top 24 taxa plus Others, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure57_Taxonomy_Archaea_Family_individual_samples_barplot_100pct.png,PASS — regenerated by canonical v14 script and inspected in rendered DOCX/PDF,fbc61ad091832f151b358dff76e91859172b0c01c5a5cac6ae41471a0b31c785,c89da876ac06d340437f3af174f336e4eaeeac33b26e01ef5f3210ba64a28c8c,Final order v14; scientific values unchanged; no manual image editing.,2026-07-26T03:10:20.893877+00:00
Supplementary Figure 58,SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance,SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance.png,SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance.pdf,SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance.svg,scripts/generate_taxonomy_supplementary_figures.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.tab,python scripts/generate_taxonomy_supplementary_figures.py --base-dir . --article-root ../CangaMetaG_Article_Final --only 58,Supplementary taxonomy figure; all original results retained with presentation-only legibility changes.,1,e98e914cb483d48667eeaae357affb5f1d5004e6943789bcbd30b9fec89dc231,,,,,,"15.2x9.45 in; title=17.0 pt; axes=14.5 pt; ticks=x=12.0, y=11.5 pt; labels=11.5 pt; colourbar=11.0 pt","Top 30 taxa, unchanged",Scientific matrix and values unchanged; presentation-only layout regeneration.,Not applicable,Python 3.13.5; pandas 2.2.3; NumPy 2.3.5; Matplotlib 3.10.8,03_Supplementary_Figures/SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance.png,outputs/app_supplementary_figures/SupplementaryFigure58_Taxonomy_Archaea_Family_individual_samples_heatmap_relative_abundance.png,PENDING final rendered-document and 100% visual inspection,a501f990b9b8850b7b1e3c2d095940d9621e7a8bae5e1851dca057be43ec75ae,5f7e3b845f296eb30bcc51c8021724589fde3e6dc500bd258900bb9c850259f1,"Canonical targeted-legibility v11 output; values, samples, taxa, palette and top-24-plus-Others rule unchanged.",2026-07-26T03:10:20.893877+00:00
Supplementary Figure 59,SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct,SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct.png,SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct.pdf,SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct.svg,scripts/generate_targeted_figures_20260805.py,data/resultado.cds.otu.tab; data/resultado.cds.tax.display_current.tab; data/mapeamento_taxonomico.csv; reproducibility/ordination_reproducibility,python scripts/generate_targeted_figures_20260805.py --package-root . --targets all,article; application,1,c56098946384c68d6613bd54cb4638da97f192fecd5ae82ebce413a819c5c14c,SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct,Complete figure,Apply the strict per-sample <1% display rule and exact Unclassified labels while preserving all source counts and frozen ordinations.,Canonical packaged study inputs; scientific matrices and frozen ordination results preserved.,data/final_publication_derived/TAXONOMY_STRICT_LT1_ROW_AUDIT_20260805.csv; data/final_publication_derived/OTHER_TAXA_LT1_TRACEABILITY_20260805.csv; data/final_publication_derived/UNCLASSIFIED_PERCENTAGES_20260805.csv,Classified values strictly <1% per sample -> Other taxa (<1%); exactly 1% explicit; Unclassified independent with exact percentage label; no Top-N.,"No sample, taxon reaching 1%, Unclassified record or frozen ordination coordinate removed.",No new statistical analysis for taxonomy bars; frozen NMDS/RDA coordinates and statistics are reused for Figures 4 and 5.,Not applicable — deterministic.,Python; pandas; NumPy; Matplotlib; Plotly; Pillow; versions in requirements.txt.,article/03_Supplementary_Figures/SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct.png,outputs/app_supplementary_figures/SupplementaryFigure59_Taxonomy_Bacteria_Genus_individual_samples_barplot_100pct.png,"PASS — regenerated, audited and static–interactive parity verified (20260805).",7f47648e0b91450d60b3b5f9a93887886994310f22368da52610e19b67e599a8,39b4eec0d1dc2be64829f6c3169d223272a1b0f4d5fbc75f358ea8cd1a3b80ec,"Targeted correction only; no unrelated figure, application module or scientific inference changed.",2026-08-05T00:00:00+00:00
