Figure,Module_ID,Module_name,Biogeochemical_cycle,Relation_to_iron,Table_S8_biomarker_KOs,Reason_for_inclusion,Sample_or_MAG,Original_status,Displayed_visual_class,Color_hex,Panel,Row_order,Column_order,Source_file,Selection_script,Selection_rule
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,Complete,Complete,#2E7D32,P001,11,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,Complete,Complete,#2E7D32,P001,11,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,1 block missing,1 block missing,#1565C0,P001,11,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,Complete,Complete,#2E7D32,P001,11,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,1 block missing,1 block missing,#1565C0,P001,11,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,Complete,Complete,#2E7D32,P001,11,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,Complete,Complete,#2E7D32,P001,11,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,Complete,Complete,#2E7D32,P001,11,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,Complete,Complete,#2E7D32,P001,11,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,Complete,Complete,#2E7D32,P001,11,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,1 block missing,1 block missing,#1565C0,P001,11,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,1 block missing,1 block missing,#1565C0,P001,11,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,Complete,Complete,#2E7D32,P001,11,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,Complete,Complete,#2E7D32,P001,11,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,Complete,Complete,#2E7D32,P001,11,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,Complete,Complete,#2E7D32,P001,11,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,Complete,Complete,#2E7D32,P001,11,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,Complete,Complete,#2E7D32,P001,11,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,Complete,Complete,#2E7D32,P001,11,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00338,"Cysteine biosynthesis, homocysteine + serine -> cysteine",Sulfur,No direct iron relation assigned,K10150,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,Complete,Complete,#2E7D32,P001,11,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,Complete,Complete,#2E7D32,P001,12,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,Complete,Complete,#2E7D32,P001,12,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,Incomplete,Incomplete,#C62828,P001,12,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,Complete,Complete,#2E7D32,P001,12,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,Incomplete,Incomplete,#C62828,P001,12,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,Complete,Complete,#2E7D32,P001,12,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,1 block missing,1 block missing,#1565C0,P001,12,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,Incomplete,Incomplete,#C62828,P001,12,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,1 block missing,1 block missing,#1565C0,P001,12,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,1 block missing,1 block missing,#1565C0,P001,12,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,Incomplete,Incomplete,#C62828,P001,12,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,1 block missing,1 block missing,#1565C0,P001,12,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,1 block missing,1 block missing,#1565C0,P001,12,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,Incomplete,Incomplete,#C62828,P001,12,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,1 block missing,1 block missing,#1565C0,P001,12,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,1 block missing,1 block missing,#1565C0,P001,12,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,Incomplete,Incomplete,#C62828,P001,12,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,1 block missing,1 block missing,#1565C0,P001,12,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,Incomplete,Incomplete,#C62828,P001,12,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00616,Sulfate-sulfur assimilation,Sulfur,No direct iron relation assigned,K00380; K00381; K00390; K00392; K00860; K00956; K00957; K00958,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,Incomplete,Incomplete,#C62828,P001,12,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,1 block missing,1 block missing,#1565C0,P001,13,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,1 block missing,1 block missing,#1565C0,P001,13,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,1 block missing,1 block missing,#1565C0,P001,13,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,1 block missing,1 block missing,#1565C0,P001,13,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,1 block missing,1 block missing,#1565C0,P001,13,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,1 block missing,1 block missing,#1565C0,P001,13,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,1 block missing,1 block missing,#1565C0,P001,13,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,1 block missing,1 block missing,#1565C0,P001,13,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,Complete,Complete,#2E7D32,P001,13,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,1 block missing,1 block missing,#1565C0,P001,13,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,1 block missing,1 block missing,#1565C0,P001,13,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,1 block missing,1 block missing,#1565C0,P001,13,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,1 block missing,1 block missing,#1565C0,P001,13,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,1 block missing,1 block missing,#1565C0,P001,13,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,1 block missing,1 block missing,#1565C0,P001,13,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,1 block missing,1 block missing,#1565C0,P001,13,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,1 block missing,1 block missing,#1565C0,P001,13,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,1 block missing,1 block missing,#1565C0,P001,13,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,1 block missing,1 block missing,#1565C0,P001,13,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00161,Photosystem II,Photosynthesis,No direct iron relation assigned,K02703,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,1 block missing,1 block missing,#1565C0,P001,13,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00163,Photosystem I,Photosynthesis,No direct iron relation assigned,K02689; K02690,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,1 block missing,1 block missing,#1565C0,P001,14,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00163,Photosystem I,Photosynthesis,No direct iron relation assigned,K02689; K02690,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,1 block missing,1 block missing,#1565C0,P001,14,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00163,Photosystem I,Photosynthesis,No direct iron relation assigned,K02689; K02690,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,1 block missing,1 block missing,#1565C0,P001,14,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00163,Photosystem I,Photosynthesis,No direct iron relation assigned,K02689; K02690,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,1 block missing,1 block missing,#1565C0,P001,14,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00163,Photosystem I,Photosynthesis,No direct iron relation assigned,K02689; K02690,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,1 block missing,1 block missing,#1565C0,P001,14,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
