Module_id,Module_name,Sample,KEMET_like_status_3state
M00596,"Dissimilatory sulfate reduction, sulfate => H2S",Freshwater sediment microbial 3300031806,COMPLETE
M00597,Anoxygenic photosystem II,Freshwater sediment microbial 3300031806,INCOMPLETE
M00598,Anoxygenic photosystem I,Freshwater sediment microbial 3300031806,INCOMPLETE
M00608,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",Freshwater sediment microbial 3300031806,COMPLETE
M00609,"Cysteine biosynthesis, methionine => cysteine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00611,Oxygenic_photosynthesis_in_plants_and_cyanobacteria,Freshwater sediment microbial 3300031806,INCOMPLETE
M00612,Anoxygenic_photosynthesis_in_purple_bacteria,Freshwater sediment microbial 3300031806,INCOMPLETE
M00613,Anoxygenic_photosynthesis_in_green_nonsulfur_bacteria,Freshwater sediment microbial 3300031806,INCOMPLETE
M00614,Anoxygenic_photosynthesis_in_green_sulfur_bacteria,Freshwater sediment microbial 3300031806,INCOMPLETE
M00615,Nitrate_assimilation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00616,Sulfate-sulfur_assimilation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00617,Methanogen,Freshwater sediment microbial 3300031806,INCOMPLETE
M00618,Acetogen,Freshwater sediment microbial 3300031806,COMPLETE
M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Freshwater sediment microbial 3300031806,COMPLETE
M00622,"Nicotinate degradation, nicotinate => fumarate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00623,"Phthalate degradation, phthalate => protocatechuate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00624,"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00625,Methicillin resistance,Freshwater sediment microbial 3300031806,INCOMPLETE
M00627,"beta-Lactam resistance, Bla system",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00630,"D-Galacturonate degradation (fungi), D-galacturonate => glycerol",Freshwater sediment microbial 3300031806,INCOMPLETE
M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",Freshwater sediment microbial 3300031806,COMPLETE
M00633,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P",Freshwater sediment microbial 3300031806,COMPLETE
M00636,"Phthalate degradation, phthalate => protocatechuate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00637,"Anthranilate degradation, anthranilate => catechol",Freshwater sediment microbial 3300031806,INCOMPLETE
M00638,"Salicylate degradation, salicylate => gentisate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00639,"Multidrug resistance, efflux pump MexCD-OprJ",Freshwater sediment microbial 3300031806,INCOMPLETE
M00641,"Multidrug resistance, efflux pump MexEF-OprN",Freshwater sediment microbial 3300031806,INCOMPLETE
M00642,"Multidrug resistance, efflux pump MexJK-OprM",Freshwater sediment microbial 3300031806,INCOMPLETE
M00643,"Multidrug resistance, efflux pump MexXY-OprM",Freshwater sediment microbial 3300031806,INCOMPLETE
M00649,"Multidrug resistance, efflux pump AdeABC",Freshwater sediment microbial 3300031806,INCOMPLETE
M00651,"Vancomycin resistance, D-Ala-D-Lac type",Freshwater sediment microbial 3300031806,INCOMPLETE
M00652,"Vancomycin resistance, D-Ala-D-Ser type",Freshwater sediment microbial 3300031806,INCOMPLETE
M00660,"Xanthomonas spp. pathogenicity signature, T3SS and effectors",Freshwater sediment microbial 3300031806,INCOMPLETE
M00661,"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline",Freshwater sediment microbial 3300031806,INCOMPLETE
M00664,Nodulation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00672,"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00673,"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C",Freshwater sediment microbial 3300031806,INCOMPLETE
M00674,"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00675,"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00696,"Multidrug resistance, efflux pump AcrEF-TolC",Freshwater sediment microbial 3300031806,INCOMPLETE
M00697,"Multidrug resistance, efflux pump MdtEF-TolC",Freshwater sediment microbial 3300031806,INCOMPLETE
M00698,"Multidrug resistance, efflux pump BpeEF-OprC",Freshwater sediment microbial 3300031806,INCOMPLETE
M00700,"Multidrug resistance, efflux pump AbcA",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00702,"Multidrug resistance, efflux pump NorB",Freshwater sediment microbial 3300031806,INCOMPLETE
M00704,"Tetracycline resistance, efflux pump Tet38",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00705,"Multidrug resistance, efflux pump MepA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00714,"Multidrug resistance, efflux pump QacA",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00718,"Multidrug resistance, efflux pump MexAB-OprM",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00725,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",Freshwater sediment microbial 3300031806,INCOMPLETE
M00726,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00730,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter",Freshwater sediment microbial 3300031806,INCOMPLETE
M00736,"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00740,Methylaspartate cycle,Freshwater sediment microbial 3300031806,INCOMPLETE
M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00744,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",Freshwater sediment microbial 3300031806,INCOMPLETE
M00745,"Imipenem resistance, repression of porin OprD",Freshwater sediment microbial 3300031806,INCOMPLETE
M00746,"Multidrug resistance, repression of porin OmpF",Freshwater sediment microbial 3300031806,INCOMPLETE
M00761,"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",Freshwater sediment microbial 3300031806,COMPLETE
M00763,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00769,"Multidrug resistance, efflux pump MexPQ-OpmE",Freshwater sediment microbial 3300031806,INCOMPLETE
M00773,"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00774,"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",Freshwater sediment microbial 3300031806,INCOMPLETE
M00775,"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00776,"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00777,"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",Freshwater sediment microbial 3300031806,INCOMPLETE
M00778,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",Freshwater sediment microbial 3300031806,INCOMPLETE
M00779,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00780,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",Freshwater sediment microbial 3300031806,INCOMPLETE
M00781,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",Freshwater sediment microbial 3300031806,INCOMPLETE
M00782,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00783,"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",Freshwater sediment microbial 3300031806,INCOMPLETE
M00784,"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00785,"Cycloserine biosynthesis, arginine/serine => cycloserine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00786,"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00787,"Bacilysin biosynthesis, prephenate => bacilysin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00788,"Terpentecin biosynthesis, GGAP => terpentecin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00789,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00790,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00793,dTDP-L-rhamnose biosynthesis,Freshwater sediment microbial 3300031806,COMPLETE
M00794,dTDP-6-deoxy-D-allose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00795,dTDP-beta-L-noviose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00796,dTDP-D-mycaminose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00797,dTDP-D-desosamine biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00798,dTDP-L-mycarose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00799,dTDP-L-oleandrose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00800,dTDP-L-megosamine biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00801,dTDP-L-olivose biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00802,dTDP-D-forosamine biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00803,dTDP-D-angolosamine biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00808,"Violacein biosynthesis, tryptophan => violacein",Freshwater sediment microbial 3300031806,INCOMPLETE
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",Freshwater sediment microbial 3300031806,INCOMPLETE
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",Freshwater sediment microbial 3300031806,INCOMPLETE
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",Freshwater sediment microbial 3300031806,INCOMPLETE
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",Freshwater sediment microbial 3300031806,INCOMPLETE
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",Freshwater sediment microbial 3300031806,INCOMPLETE
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",Freshwater sediment microbial 3300031806,INCOMPLETE
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",Freshwater sediment microbial 3300031806,INCOMPLETE
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",Freshwater sediment microbial 3300031806,INCOMPLETE
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",Freshwater sediment microbial 3300031806,INCOMPLETE
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",Freshwater sediment microbial 3300031806,INCOMPLETE
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",Freshwater sediment microbial 3300031806,INCOMPLETE
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",Freshwater sediment microbial 3300031806,INCOMPLETE
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Freshwater sediment microbial 3300031806,INCOMPLETE
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Freshwater sediment microbial 3300031806,INCOMPLETE
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00844,"Arginine biosynthesis, ornithine => arginine",Freshwater sediment microbial 3300031806,COMPLETE
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00846,"Siroheme biosynthesis, glutamate => siroheme",Freshwater sediment microbial 3300031806,INCOMPLETE
M00847,"Heme biosynthesis, archaea, siroheme => heme",Freshwater sediment microbial 3300031806,INCOMPLETE
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Freshwater sediment microbial 3300031806,INCOMPLETE
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",Freshwater sediment microbial 3300031806,INCOMPLETE
M00851,Carbapenem resistance,Freshwater sediment microbial 3300031806,INCOMPLETE
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",Freshwater sediment microbial 3300031806,INCOMPLETE
M00853,"ETEC pathogenicity signature, colonization factors",Freshwater sediment microbial 3300031806,INCOMPLETE
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Freshwater sediment microbial 3300031806,INCOMPLETE
M00855,"Glycogen degradation, glycogen => glucose-6P",Freshwater sediment microbial 3300031806,INCOMPLETE
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",Freshwater sediment microbial 3300031806,INCOMPLETE
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Freshwater sediment microbial 3300031806,INCOMPLETE
M00861,"beta-Oxidation, peroxisome, VLCFA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",Freshwater sediment microbial 3300031806,COMPLETE
M00867,KDO2-lipid A modification pathway,Freshwater sediment microbial 3300031806,INCOMPLETE
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",Freshwater sediment microbial 3300031806,INCOMPLETE
M00872,"O-glycan biosynthesis, mannose type (core M3)",Freshwater sediment microbial 3300031806,INCOMPLETE
M00873,"Fatty acid biosynthesis in mitochondria, animals",Freshwater sediment microbial 3300031806,INCOMPLETE
M00874,"Fatty acid biosynthesis in mitochondria, fungi",Freshwater sediment microbial 3300031806,INCOMPLETE
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",Freshwater sediment microbial 3300031806,INCOMPLETE
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",Freshwater sediment microbial 3300031806,INCOMPLETE
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",Freshwater sediment microbial 3300031806,INCOMPLETE
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",Freshwater sediment microbial 3300031806,INCOMPLETE
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Freshwater sediment microbial 3300031806,INCOMPLETE
M00889,"Puromycin biosynthesis, ATP => puromycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",Freshwater sediment microbial 3300031806,INCOMPLETE
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",Freshwater sediment microbial 3300031806,INCOMPLETE
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",Freshwater sediment microbial 3300031806,INCOMPLETE
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",Freshwater sediment microbial 3300031806,INCOMPLETE
M00900,"Crocin biosynthesis, crocetin => crocin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00901,"Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",Freshwater sediment microbial 3300031806,INCOMPLETE
M00902,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00903,"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",Freshwater sediment microbial 3300031806,INCOMPLETE
M00904,"Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",Freshwater sediment microbial 3300031806,INCOMPLETE
M00905,"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",Freshwater sediment microbial 3300031806,INCOMPLETE
M00906,"Ethynylserine biosynthesis, lysine => ethynylserine",Freshwater sediment microbial 3300031806,INCOMPLETE
M00909,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",Freshwater sediment microbial 3300031806,COMPLETE
M00910,Phenylalanine_biosynthesis,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00911,Riboflavin_biosynthesis_fungi,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00912,NAD_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00913,Pantothenate_biosynthesis,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00914,Coenzyme_A_biosynthesis_archaea,Freshwater sediment microbial 3300031806,COMPLETE
M00915,Caffeine_degradation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00916,Pyridoxal-P_biosynthesis,Freshwater sediment microbial 3300031806,COMPLETE
M00917,Phytosterol_biosynthesis_squalene_2,Freshwater sediment microbial 3300031806,INCOMPLETE
M00918,Aerobactin_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00919,Ectoine_degradation,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00921,Cyclooctatin_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00922,CMP-Neu5Ac_biosynthesis,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00923,UDP-L-FucNAm_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00924,Cobalamin_biosynthesis_anaerobicc-diamide,Freshwater sediment microbial 3300031806,INCOMPLETE
M00925,Cobalamin_biosynthesis_aerobicc-diamide,Freshwater sediment microbial 3300031806,INCOMPLETE
M00926,Heme_biosynthesis_bacteria,Freshwater sediment microbial 3300031806,COMPLETE
M00927,Gibberellin_A12_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00928,Gibberellin_A4--A1_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00929,Gibberellin_A1_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00930,Menaquinone_biosynthesis_futalosine_pathway,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00931,Menaquinone_biosynthesis_modified_futalosine_pathway,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00932,Phylloquinone_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00933,Plastoquinone_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00934,Mycinamicin_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00935,Methanofuran_biosynthesis,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00936,Melatonin_biosynthesis_plants,Freshwater sediment microbial 3300031806,INCOMPLETE
M00937,Aflatoxin_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00938,Pyrimidine_deoxyribonucleotide_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00939,Pyrimidine_degradation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00940,Flavanone_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00941,Isoflavone_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00942,Pterocarpan_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00943,Reticuline_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00944,Morphine_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00945,Sanguinarine_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00946,Noscapine_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00947,D-Arginine_racemization,Freshwater sediment microbial 3300031806,INCOMPLETE
M00948,Hydroxyproline_degradation,Freshwater sediment microbial 3300031806,INCOMPLETE
M00949,Staphylopine_biosynthesis,Freshwater sediment microbial 3300031806,INCOMPLETE
M00950,Biotin_biosynthesis_BioU_pathway,Freshwater sediment microbial 3300031806,1 BLOCK MISSING
M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Freshwater sediment microbial 3300031876,INCOMPLETE
M00002,"Glycolysis, core module involving three-carbon compounds",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00003,"Gluconeogenesis, oxaloacetate => fructose-6P",Freshwater sediment microbial 3300031876,INCOMPLETE
M00004,Pentose phosphate pathway (Pentose phosphate cycle),Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00005,"PRPP biosynthesis, ribose 5P => PRPP",Freshwater sediment microbial 3300031876,COMPLETE
M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",Freshwater sediment microbial 3300031876,COMPLETE
M00008,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00009,"Citrate cycle (TCA cycle, Krebs cycle)",Freshwater sediment microbial 3300031876,INCOMPLETE
M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",Freshwater sediment microbial 3300031876,INCOMPLETE
M00012,Glyoxylate cycle,Freshwater sediment microbial 3300031876,INCOMPLETE
M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",Freshwater sediment microbial 3300031876,INCOMPLETE
M00014,Glucuronate pathway (uronate pathway),Freshwater sediment microbial 3300031876,INCOMPLETE
M00015,"Proline biosynthesis, glutamate => proline",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00016,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00017,"Methionine biosynthesis, apartate => homoserine => methionine",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00018,"Threonine biosynthesis, aspartate => homoserine => threonine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00019,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00020,"Serine biosynthesis, glycerate-3P => serine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00021,"Cysteine biosynthesis, serine => cysteine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00022,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",Freshwater sediment microbial 3300031876,INCOMPLETE
M00023,"Tryptophan biosynthesis, chorismate => tryptophan",Freshwater sediment microbial 3300031876,INCOMPLETE
M00024,"Phenylalanine biosynthesis, chorismate => phenylalanine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00025,"Tyrosine biosynthesis, chorismate => tyrosine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00026,"Histidine biosynthesis, PRPP => histidine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00027,GABA (gamma-Aminobutyrate) shunt,Freshwater sediment microbial 3300031876,INCOMPLETE
M00028,"Ornithine biosynthesis, glutamate => ornithine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00029,Urea cycle,Freshwater sediment microbial 3300031876,COMPLETE
M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine",Freshwater sediment microbial 3300031876,INCOMPLETE
M00031,"Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine",Freshwater sediment microbial 3300031876,COMPLETE
M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",Freshwater sediment microbial 3300031876,INCOMPLETE
M00033,"Ectoine biosynthesis, aspartate => ectoine",Freshwater sediment microbial 3300031876,1 BLOCK MISSING
M00034,Methionine salvage pathway,Freshwater sediment microbial 3300031876,INCOMPLETE
